Word,Frequency
mr,1
president,2
faculty,1
graduates,1
families,1
and,83
friends,1
good,10
afternoon,1
thank,1
you,32
for,34
the,171
honor,2
of,99
addressing,1
all,14
today,3
this,13
speech,3
is,30
a,70
major,3
event,1
in,54
my,35
own,4
personal,3
history,4
but,17
an,18
interesting,1
little,3
footnote,1
harvard’s,2
as,22
well:,1
i,80
am,6
first,13
professional,1
actor,4
to,101
speak,1
at,14
harvard,21
commencement,5
notice,1
that,47
have,17
specified,1
“professional”,1
since,7
sure,1
walks,1
life,2
there,7
has,6
been,6
plenty,1
play-acting,1
dais,1
over,3
years,12
choosing,1
me,10
thoughtful,1
men,1
women,2
who,6
selected,1
your,9
speaker,1
shown,1
uncharacteristic,1
recklessness,2
see,6
we,5
actors,1
make,5
our,5
reputations,1
build,2
careers,1
by,10
speaking,1
other,2
people’s,2
words,3
ask,2
us,2
express,1
thoughts,2
never,4
know,2
what’s,1
going,3
come,5
out,10
barely,1
myself,5
reflexive,1
instinct,1
simply,1
entertain,1
fact,6
do,4
intend,1
offer,3
up,5
modest,1
performance,3
end,1
remarks,1
well,5
aware,1
occasion,2
dignity,1
gravity,1
certain,1
amount,1
graduation,3
day,4
wisdom,4
called,2
from,15
are,6
kidding,1
if,4
were,12
wise,1
man,1
would,5
gone,2
into,6
acting,2
profession,1
rather,1
than,2
presuming,1
pass,1
down,3
decided,2
think,7
address,4
friendly,1
anecdotal,1
conversation,1
with,18
college,7
class,4
2005,3
thirty-eight,1
ago,1
was,36
one,13
sitting,1
classmates,1
listening,1
touch,1
on,19
few,5
episodes,1
picaresque,2
journey,2
here,3
leave,1
it,26
root,1
any,2
therein,1
bet,1
word,4
“picaresque”,2
got,3
attention,1
afraid,1
still,4
remember,1
four,3
studying,1
english,1
literature,1
recall,2
used,2
describe,1
long,2
adventure,1
which,2
teaches,1
its,10
hero,2
series,2
lessons,6
live,2
–,1
apt,1
subject,1
although,4
hesitate,1
dub,1
stumbled,1
across,2
especially,2
last,4
dozen,2
considering,1
time,4
share,2
them,14
i’ll,1
get,4
adventures,4
moment,3
will,9
lead,1
basically,1
they,20
boil,1
succinct,1
phrases:,1
be,23
creative,8
useful,5
practical,6
generous,6
simple,5
now,8
actually,1
had,16
two,1
educations,1
concluded,1
graduated,1
shortly,1
thereafter,1
launched,1
game,1
where,1
next,2
20,2
virtually,2
kept,1
degree,1
secret,2
somehow,1
seemed,2
handy,1
when,6
auditioning,1
soap,1
opera,1
or,6
potato-chip,1
commercial,1
second,4
education,6
began,6
invited,1
back,4
fold,1
1989,1
another,1
example,4
asked,1
run,1
board,4
overseers,1
presumably,1
redress,1
no,4
