Word,Frequency
there,16
is,45
something,4
extraordinarily,1
exciting,1
about,6
good,1
academic,2
education,5
nowhere,1
this,14
seen,2
more,15
clearly,1
than,10
at,4
harvard,1
as,13
teachers,1
here,3
we,17
all,6
get,2
used,1
to,51
astonishing,1
brightness,1
even,7
before,1
you,2
have,20
asked,1
your,2
question,2
student,2
proceeds,1
answer,2
it,24
explaining,1
modestly,2
that,39
her,1
may,6
left,2
room,2
for,20
doubt,2
going,1
on,21
add,1
perhaps,1
not,22
so,7
the,169
questions,4
chose,1
ask,2
indeed,2
cultivation,1
of,116
doubts,18
and,76
sharpening,1
are,9
an,11
integral,1
part,2
university,1
its,4
importance,5
lies,2
partly,2
in,69
close,1
connection,2
between,3
science,2
doubting,1
francis,2
bacon,4
distinguished,1
two,5
different,9
contributions,4
can,13
make,6
his,2
essay,1
advancement,1
learning,1
published,2
1605,1
nearly,1
400,1
years,3
ago,3
registering,1
proposing,1
has,17
a,45
double,1
use,8
said,2
one,7
straightforward:,1
guards,1
us,1
against,1
errors,1
second,5
argued,1
involved,1
role,5
initiating,1
furthering,1
process,1
inquiry,1
which,10
effect,1
enriching,1
our,1
investigations,1
issues,1
would,4
been,9
passed,1
by,11
lightly,2
without,4
intervention,3
noted,1
end,3
up,3
being,3
attentively,1
carefully,1
observed,1
precisely,1
because,1
constructive,2
value,1
applies,3
only,7
studies,1
general,3
but,18
also,12
assessment,1
public,3
policy,3
take,4
current,1
debates,1
globalization,9
active,1
recent,2
just,4
seattle,1
or,8
washington,1
dc,1
less,4
organized,1
protestations,1
bangkok,1
jakarta,1
mexico,1
city,1
abidjan,1
elsewhere,1
case,1
global,20
trade,6
worldwide,1
modern,2
technology,2
finance,2
strong,2
very,7
yet,2
cannot,4
begin,1
understand,1
intellectual,1
content,1
these,7
disputes,1
addressing,1
reasons,1
inspire,1
disputations,1
unfortunately,1
frequently,1
encounter,1
dialogue,1
deaf,1
those,2
who,2
blame,2
evils,1
ready,2
turn,1
their,5
into,2
indictments,1
propose,1
summary,1
rejection,2
then,1
translated,1
over-simple,1
slogans,2
other,6
side,1
believe,1
anti-globalization,1
rhetoric,2
ill,1
founded,1
tend,1
immediately,1
dismiss,1
foolish,1
worse,1
sides,2
face,1
each,2
like,5
ships,1
passing,1
night,1
both,1
opponents,1
see,2
new,4
folly,2
neither,1
particularly,2
nor,4
largely,2
intensification,1
processes,1
interaction,1
involving,1
travel,1
migration,1
dissemination,1
knowledge,1
shaped,1
progress,1
world,20
over,3
millennia,2
polar,1
opposite,1
persistent,2
separatism,1
relentless,1
autarky,1
worrying,1
image,1
seclusion,1
arrestingly,1
invoked,1
many,9
old,2
sanskrit,1
texts,2
india,4
i,5
know,1
four,1
such,4
beginning,2
half,1
undoubtedly,4
references,1
same,1
concern,2
story,1
frog,1
lives,2
whole,1
life,1
within,3
well,4
suspicious,1
everything,1
outside,1
kupamanduka,1
well-frog,1
view,2
entirely,1
confined,1
scientific,2
cultural,1
economic,12
history,1
limited,1
had,3
lived,1
