word,count
antithesis,1
infotainment,1
hails,1
heartland,1
wichita,1
kansas,2
schooled,1
beaumont,1
san,2
antonio,1
texas,3
missouri,2
marine,8
newspaperman,1
dallas,1
migrated,1
television,9
broadcasting,1
covered,4
watergate,2
hearings,1
mcneil,1
macneillehrer,1
evolved,1
newshour,3
lair,2
honored,11
numerous,1
journalism,6
presidential,3
humanities,2
moderated,1
ten,5
nationally,1
televised,1
bush,2
kerry,1
mounts,1
eroding,1
independence,3
standards,6
pressures,1
respected,2
objectivity,1
earned,6
trust,10
viewers,4
welcome,1
dr,8
blair,1
single,17
freshest,1
graduate,13
fresh,2
robe,1
association,2
larry,1
summers,1
everybody,5
associated,2
sir,2
probably,10
impressed,2
rundown,1
aside,3
nine,6
received,6
honorary,8
degrees,8
pledge,2
billion,5
dollars,6
alston,1
austin,1
personally,4
threeyearold,1
olivia,1
hoot,1
holler,1
morning,17
folks,2
nervous,2
bus,8
heard,19
background,7
ticket,1
agent,1
continental,2
trailways,3
depot,1
duties,1
microphone,2
please,14
pm,1
silversides,1
air,4
conditioned,1
liner,1
houston,2
living,10
lane,1
wall,16
piranhas,1
theyll,3
kimbo,1
pierce,1
wharton,1
honda,1
pretend,2
rosenberg,1
richmond,1
sugar,1
stafford,1
aboard,1
forget,10
baggage,1
thats,39
happening,3
try,13
include,3
luck,11
wore,2
gaudiest,1
red,9
tie,5
nobody,3
graduating,15
listens,1
speeches,3
wont,6
name,7
maybe,17
awful,2
proven,3
correct,4
wrong,16
paraphrase,1
vague,2
memory,3
yourself,22
thanks,3
nod,2
seat,3
thunderous,1
thankful,3
keeping,2
mans,1
addresses,4
promise,6
line,8
why,31
collaborative,1
enterprise,3
suggested,1
shorenstein,1
kennedy,9
weeks,8
pretty,8
takes,3
talented,2
professionals,2
thus,9
honors,1
guidelines,1
ones,10
behest,1
seminar,1
aspen,1
institute,3
defend,2
cover,1
assume,2
viewer,1
caring,11
person,15
whom,12
assumed,7
private,4
until,12
mandates,1
opinion,5
analysis,2
straight,4
label,1
anonymous,1
sources,3
blind,2
quotes,2
except,3
monumental,1
occasions,2
anonymously,1
youll,3
adopting,1
draft,2
fullest,1
meaning,16
mostly,7
urgent,1
disconnection,2
flow,2
besides,1
ceremony,4
sworn,1
lieutenant,1
infantry,1
officer,1
korean,1
vietnam,4
wars,8
saw,17
combat,1
fired,2
rounds,1
roadside,1
bombs,1
kill,3
marines,5
spared,1
triggered,1
losing,3
control,11
civilized,2
behavior,3
angry,1
barbarism,1
charged,3
lifechanging,1
likely,9
deemed,3
worthy,2
join,6
drafted,2
heroic,2
physique,1
dad,6
brother,7
changed,10
travels,1
restricted,1
eastern,1
oklahoma,1
mode,1
transport,1
buses,1
plane,3
ride,2
california,1
okinawa,1
taiwan,1
philippines,2
essentially,1
aquaintances,1
talked,4
eating,2
sleeping,1
sweating,1
hills,1
spoke,8
larger,2
smaller,7
smarter,2
dumber,1
wouldnt,4
hurt,3
fly,1
deserve,2
flies,1
diverse,1
company,7
responsible,2
dependent,2
satisfaction,3
mirror,1
serving,6
self,5
connected,7
permanent,2
connecting,6
connections,2
journalist,6
disconnected,2
splintering,1
segments,1
lobbies,1
target,2
blogs,1
boxes,1
racial,3
differences,5
strengths,2
larrys,1
brilliantly,1
feeding,1
seem,6
encouraging,1
terrific,2
explosion,1
outlets,5
helping,7
facilitate,1
dose,2
drifted,1
katrina,3
hands,9
relative,2
killed,5
wounded,3
raise,4
direct,5
sustain,1
tremendous,1
manmade,1
natural,6
disaster,3
submit,1
mean,13
teacher,2
conservation,2
hospital,3
tutor,1
sister,1
coping,1
pick,2
trash,1
table,5
asst,1
framing,1
discussion,6
mandatory,1
exemptions,1
deferments,1
everyone,34
serves,1
apply,3
physical,1
sizes,1
abilities,2
included,3
parameters,1
involve,1
constructed,2
choices,5
civilian,2
wishes,1
partnership,2
governmental,1
tied,2
gi,1
bill,9
type,5
earns,1
addition,1
soul,4
argue,4
compared,3
politically,3
voluntary,4
result,10
observation,1
cheaper,1
serious,8
causing,1
heightening,1
disconnections,1
involves,5
alums,1
volunteer,5
kinds,4
operation,2
nonmilitary,2
volunteerism,1
welleducated,2
welloff,1
majority,7
position,2
internships,1
weekend,2
rebuild,2
orleans,2
indonesia,1
tutoring,1
lowincome,1
moines,1
food,5
shelter,1
devastated,2
biloxi,1
stark,1
vast,2
voluntarily,1
reporter,4
intervening,2
bottom,3
conclusion,3
passionately,1
benefit,3
frank,1
responsibilities,2
joys,2
satisfactions,2
lifting,4
collateral,1
option,1
complicate,1
presidents,4
congresses,1
spouses,1
potential,9
combatants,1
loop,1
experts,2
pundits,2
generals,1
explanations,1
justifications,1
harder,2
invade,1
terrible,4
wringing,1
referendum,1
forth,3
rendering,1
message,9
urging,4
members,35
administration,6
theme,2
risk,13
riskfilled,1
phone,5
rings,2
male,2
lera,1
hmm,1
mmhmm,1
street,3
anyhow,1
mom,2
sunglasses,1
frames,2
plastic,4
tubes,1
color,2
bb,1
white,3
blue,2
pink,1
cbs,1
tomorrow,7
demonstrating,1
youd,3
changing,6
awake,1
decide,6
fine,3
simplify,1
record,7
universitys,5
website,2
popular,4
novelist,2
screenwriter,1
playwright,1
means,17
wwwpetlandcom,1
bok,1
incoming,1
faust,16
corporation,6
waiting,5
timely,1
nice,5
resume,1
applaud,1
happy,6
dropout,1
valedictorian,1
failed,6
guy,3
steve,1
ballmer,1
drop,1
bad,7
spoken,2
orientation,3
phenomenal,2
fascinating,1
lots,5
classes,3
hadnt,5
dorm,5
radcliffe,2
currier,2
discussing,3
antisocial,1
clung,1
validating,1
gates,6
tecentenary,1
theater,2
exercises,1
guys,4
sciencemath,1
types,1
offered,4
odds,3
improving,4
doesnt,11
guarantee,7
biggest,6
memories,2
january,1
albuquerque,1
begun,3
computers,2
software,4
worried,3
realize,7
hang,2
instead,6
extra,1
credit,6
marked,2
remarkable,4
microsoft,1
midst,1
energy,16
intimidating,1
challenging,2
amazing,2
privilege,6
early,8
transformed,3
friendships,5
awareness,3
inequities,7
condemn,1
despair,2
exposure,1
advances,3
sciences,2
humanitys,1
discoveries,2
reduce,3
inequity,7
whether,17
quality,2
broad,2
highest,4
achievement,7
cheated,1
educational,1
unspeakable,1
disease,7
youve,3
accelerating,2
solve,4
hours,7
donate,1
spend,5
impact,10
saving,7
melinda,3
discussions,3
read,19
dying,4
diseases,6
harmless,1
measles,1
malaria,2
pneumonia,1
hepatitis,1
b,2
fever,1
rotavirus,1
shocked,1
saved,1
medicines,1
dollar,1
interventions,2
werent,1
delivered,1
revolting,2
worth,3
anyone,11
harsh,1
reward,2
subsidize,1
died,9
mothers,2
fathers,1
develop,6
stretch,1
profit,1
taxpayer,1
taxes,1
approaches,2
generate,3
profits,2
votes,1
sustainable,4
openended,3
finished,2
conscious,1
optimistic,2
skeptics,1
claim,10
disagree,5
yard,14
tragedies,1
broke,3
hearts,4
acted,1
barrier,1
complexity,9
solution,4
blocks,3
steps,6
advent,1
internet,4
complex,6
airplane,1
crashes,2
officials,6
investigate,1
determine,6
brutally,1
honest,6
preventable,3
causes,2
percent,16
crash,1
deaths,2
covers,1
stays,1
easier,3
eyes,8
situation,7
step,9
cutting,2
finding,6
solutions,2
anytime,1
asks,2
wasted,1
mark,2
cares,1
runs,5
predictable,1
stages,1
highestleverage,2
ideal,2
meantime,2
smartest,1
application,1
sophisticated,1
drug,3
simpler,2
bednet,1
aids,1
epidemic,1
prevention,3
vaccine,2
gives,5
lifetime,3
immunity,1
companies,4
foundations,3
research,11
decade,9
avoid,2
risky,1
pursuing,3
starts,4
fourstep,1
cycle,2
crucial,4
tuberculosis,1
surrender,2
quit,3
final,9
seeing,3
successes,3
failures,1
statistics,1
vaccinating,1
investment,3
numbers,5
convey,1
affected,2
davos,1
thrill,2
multiply,1
boring,2
couldnt,16
bear,5
striking,3
introducing,1
piece,5
jumping,2
shouting,2
excitement,2
love,14
forever,5
tools,3
cut,5
ongoing,1
innovations,1
biotechnology,1
computer,4
weve,13
sixty,2
assist,1
postwar,1
difficulty,3
radio,2
exceedingly,1
appraisement,1
distance,3
grasp,1
thirty,2
emerging,1
visible,1
distant,1
emergence,1
lowcost,1
powerful,7
network,10
communicating,1
magical,3
collapses,1
neighbor,1
dramatically,2
brilliant,3
scales,2
innovation,4
staggering,1
access,7
relevant,1
hone,1
talents,2
contribute,1
triggering,1
revolution,7
universities,13
corporations,1
organizations,3
hunger,4
desperation,1
collections,1
talent,8
benefactors,1
dedicate,1
intellect,1
request,1
deans,4
professors,13
hire,1
tenure,5
review,1
requirements,1
yourselves,5
solving,1
encourage,1
prevalence,1
scarcity,2
cure,1
privileged,3
rhetorical,3
mother,9
admitted,2
stopped,4
pressing,1
wedding,1
hosted,2
bridal,1
marriage,3
cancer,2
given,10
limit,5
exhort,1
deep,7
specialist,1
focus,6
barriers,2
activists,1
conscience,4
torment,1
sooner,1
carry,2
longer,8
judge,8
accomplishments,1
alone,11
addressed,2
deepest,2
extraordinary,5
honour,1
nausea,1
lose,9
winwin,1
breaths,1
squint,1
banners,1
convince,2
largest,3
gryffindor,1
reunion,2
cast,2
british,1
philosopher,1
baroness,2
warnock,2
reflecting,1
helped,9
enormously,1
turns,6
liberating,1
discovery,4
enables,2
proceed,1
inadvertently,1
promising,1
giddy,1
delights,1
becoming,5
gay,2
wizard,2
joke,1
ahead,9
achievable,1
improvement,3
wracked,1
ought,1
wish,11
expired,1
gathered,2
celebrate,3
threshold,1
extol,1
paradoxical,1
yearold,12
slightly,2
uncomfortable,1
uneasy,1
ambition,2
convinced,2
novels,2
impoverished,1
backgrounds,2
overactive,1
amusing,1
quirk,1
mortgage,1
pension,1
irony,3
strikes,1
cartoon,1
anvil,1
hoped,2
vocational,1
study,9
compromise,2
satisfied,3
languages,1
hardly,4
car,5
rounded,1
corner,4
ditched,1
scuttled,1
classics,5
corridor,4
telling,6
subjects,2
planet,5
greek,3
mythology,1
securing,1
keys,1
executive,1
bathroom,2
parenthesis,1
expiry,1
date,4
blaming,1
steering,1
direction,3
wheel,1
criticise,1
hoping,1
agree,6
ennobling,1
entails,1
stress,1
thousand,7
petty,2
humiliations,1
hardships,1
climbing,1
romanticised,1
fools,1
feared,2
spite,2
motivation,2
bar,3
lectures,3
knack,1
examinations,2
peers,3
dull,1
suppose,3
gifted,1
hardship,1
heartbreak,2
inoculated,1
caprice,1
fates,1
unruffled,1
contentment,1
suggests,1
wellacquainted,1
driven,4
desire,4
conception,1
average,3
flown,1
constitutes,2
eager,1
conventional,2
mere,3
epic,1
scale,3
exceptionally,2
shortlived,1
imploded,1
jobless,1
lone,2
homeless,2
fears,1
usual,1
period,7
dark,5
represented,2
fairy,2
resolution,1
tunnel,1
reality,11
stripping,1
inessential,1
pretending,2
finishing,1
mattered,1
succeeded,2
determination,3
succeed,5
arena,1
believed,7
belonged,1
realised,1
alive,5
daughter,3
adored,1
typewriter,1
solid,1
foundation,3
rebuilt,1
fail,5
inevitable,1
cautiously,1
default,2
inner,2
attained,1
discovered,3
discipline,4
suspected,1
price,2
rubies,1
wiser,1
setbacks,3
survive,2
strength,6
relationships,4
tested,1
adversity,1
painfully,1
qualification,1
happiness,4
checklist,1
acquisition,1
qualifications,2
cv,1
confuse,1
complicated,1
anyones,1
total,1
humility,1
enable,2
vicissitudes,1
rebuilding,1
wholly,2
bedtime,1
gasp,1
uniquely,1
envision,1
therefore,6
fount,1
invention,2
transformative,2
revelatory,1
empathise,2
humans,4
formative,1
preceded,1
harry,3
potter,2
subsequently,1
books,3
revelation,2
earliest,1
jobs,10
sloping,1
lunch,2
paid,2
rent,1
department,4
amnesty,4
internationals,1
headquarters,1
london,1
hastily,1
scribbled,1
smuggled,1
totalitarian,1
risking,1
imprisonment,1
inform,4
photographs,1
disappeared,1
trace,1
desperate,1
testimony,1
torture,2
victims,3
pictures,1
injuries,1
opened,6
handwritten,1
eyewitness,1
accounts,1
trials,1
executions,1
kidnappings,1
rapes,1
coworkers,1
expolitical,1
prisoners,3
fled,2
exile,3
temerity,1
visitors,2
offices,1
victim,2
mentally,1
trembled,1
uncontrollably,1
camera,3
brutality,1
inflicted,1
foot,1
taller,1
fragile,2
escorting,1
underground,2
station,1
afterwards,2
cruelty,1
exquisite,1
courtesy,1
wished,1
walking,2
suddenly,2
hearing,3
door,5
scream,1
pain,2
researcher,1
poked,1
hot,2
drink,1
retaliation,1
outspokenness,1
regime,2
seized,2
executed,1
incredibly,3
democratically,1
legal,2
representation,1
trial,2
humankind,2
inflict,1
gain,2
maintain,2
nightmares,3
literal,2
goodness,2
mobilises,1
tortured,1
imprisoned,3
beliefs,5
empathy,4
leading,6
saves,1
frees,1
ordinary,4
wellbeing,2
assured,1
participation,2
humbling,1
unlike,2
creature,1
experienced,7
places,4
fictional,1
morally,2
neutral,2
manipulate,1
sympathise,1
imaginations,1
choose,8
remain,8
comfortably,1
bounds,1
troubling,1
wonder,5
refuse,3
screams,1
peer,1
inside,5
cages,1
tempted,1
envy,1
spaces,1
mental,1
agoraphobia,1
brings,3
terrors,1
wilfully,1
unimaginative,1
monsters,3
committing,1
outright,1
collude,1
apathy,1
ventured,1
search,4
plutarch,1
inwardly,1
outer,1
expresses,1
inescapable,1
status,3
nationality,2
sets,2
apart,3
remaining,2
superpower,1
vote,8
protest,3
borders,2
burden,6
identify,1
powerless,1
retain,1
advantages,1
godparents,1
trouble,7
sue,1
names,5
eaters,1
affection,1
photographic,1
valuable,2
ran,3
seneca,1
romans,1
met,11
retreat,1
ladders,1
thankyou,1
madame,1
importantly,7
letting,3
speakers,7
jk,2
rowling,2
billionaire,2
graced,1
podium,1
megabillionaire,1
philanthropist,1
nerd,2
brothers,3
gilbert,1
md,1
phd,4
younger,5
morgan,1
nobel,3
prize,6
pleased,2
announcement,1
replied,4
visit,1
disapprove,1
borrowing,1
material,2
previous,3
forgive,2
borrow,2
footsteps,1
ralph,2
waldo,1
emerson,1
stolen,1
ancients,1
picasso,1
declared,3
steal,1
institution,6
rejected,7
chutzpah,1
married,2
dean,13
jean,1
admissions,2
stanford,4
assures,1
showed,5
objected,1
applicants,1
stated,2
unable,2
admission,1
highly,1
selective,1
marketing,2
classical,1
sonata,1
movement,7
lighthearted,1
consists,2
unsolicited,1
advice,8
rarely,1
valued,1
seldom,1
oscar,2
wilde,1
oneself,1
inspirational,1
lessthanbrilliant,1
hallmark,1
liberal,5
key,4
immeasurably,2
hug,2
cultivate,1
bargain,1
advantage,2
collaborations,1
conserved,1
quantity,2
collaboration,1
jimmy,1
stewart,1
elwood,4
p,2
dowd,1
harvey,1
exactly,5
pleasant,2
recommend,1
follows,1
passion,5
short,6
singleminded,1
physicist,3
doc,1
berkeley,6
bell,5
labs,5
physics,2
gray,1
source,4
warm,3
cozy,1
ivory,1
tower,1
considered,1
poppins,1
practically,1
perfect,5
articles,1
journals,1
ted,2
geballe,1
motives,2
enthusiastic,1
unscarred,1
battles,1
textbooks,2
authoritative,1
figure,6
doctoral,1
researchers,2
weekends,1
biophysics,1
ether,1
cyberspace,1
begins,2
dilemma,2
poses,3
arms,3
climate,16
ice,4
measurements,3
rapidly,2
size,5
cap,1
sea,3
rising,4
faster,5
recorded,1
predictions,2
affect,2
due,3
increase,3
carbon,5
dioxide,3
atmosphere,1
industrial,5
warmed,1
roughly,1
celsius,1
approximately,1
built,11
greenhouse,2
gas,1
emissions,2
oceans,1
temperature,2
reaches,1
equilibrium,1
businessasusual,1
intergovernmental,1
predicts,2
fiftyfifty,1
exceed,3
remind,7
colder,1
canada,3
ohio,1
glacier,1
warmer,1
rapid,1
species,2
adapting,1
specter,1
nonlinear,1
tipping,3
severe,1
thawing,1
permafrost,3
contains,2
immense,1
amounts,1
frozen,2
organic,1
accumulating,1
soil,1
melts,1
microbes,1
debris,1
rot,1
biological,1
below,1
freezing,2
edible,1
freezer,1
thawed,1
spoils,1
methane,1
released,4
rotting,1
fraction,1
gases,1
runaway,1
unintended,1
consequence,3
fossil,3
winter,2
cool,1
lit,1
town,4
continents,2
enjoy,2
consume,2
contrast,3
electricity,2
cook,1
twigs,1
dung,1
sight,1
invest,2
mitigate,1
consequences,3
rooted,1
generational,2
welfare,1
hopeful,2
lawrence,1
laboratory,1
enlist,1
battle,6
shortest,1
lab,2
institutes,1
uc,1
obama,11
steer,1
towards,5
doom,1
gloom,1
daunting,1
significant,3
savings,1
lowhanging,1
fruit,2
lying,2
buildings,3
efficient,2
investments,1
fifteen,1
transition,3
revving,1
engine,1
invent,1
improved,2
methods,1
harness,2
wind,6
capture,1
sequester,1
emitted,1
plants,1
advanced,2
biofuels,1
electrification,1
vehicles,1
prices,3
carbonconstrained,1
hockey,1
player,2
wayne,1
gretzky,1
positions,3
himself,4
skates,1
puck,1
laying,2
stake,2
engineers,2
economists,1
options,1
sustainability,1
humanists,3
cruelest,1
ironies,1
poorest,1
coda,1
borrowed,1
ending,3
fitting,1
fellowship,1
lifts,1
neighborly,1
tribe,2
race,5
allembracing,1
unconditional,3
mankind,1
oft,2
misunderstood,2
misinterpreted,1
concept,1
dismissed,2
nietzsches,1
cowardly,1
absolute,5
necessity,1
survival,1
faced,6
confronted,1
unfolding,1
conundrum,1
faulkner,1
banquet,1
facing,4
holocaust,3
endure,2
prevail,1
immortal,1
creatures,2
inexhaustible,1
capable,2
compassion,2
sacrifice,3
endurance,1
poets,1
writers,3
duty,2
reminding,1
courage,11
pity,1
glory,1
passions,1
warmest,1
prosper,1
cambridge,8
theyd,2
crop,2
punch,2
elms,1
crossed,2
paths,2
senior,6
cups,1
thrust,1
diploma,1
shouted,2
educated,1
doctorate,2
shout,3
supreme,10
court,33
judges,13
aligns,1
judicial,3
courts,5
term,2
quickened,1
pace,2
confirmation,1
proceeding,1
latest,1
nominee,2
fill,3
criticism,2
aimed,2
controversial,1
announcing,1
engaging,2
activism,3
intuitively,1
commentary,1
tends,2
miss,3
pause,3
detail,1
conceptions,1
judging,6
underlie,1
compare,1
notions,1
intuitive,1
responses,2
comparisons,1
charges,2
lawmaking,3
novelty,1
impression,2
template,1
claims,4
provision,7
claimant,2
provides,1
entitlement,1
either,9
judgment,5
party,5
contesting,1
fairly,4
viewing,1
objectively,3
ballot,3
seats,3
disposed,1
showing,7
quoting,2
senator,5
interpreting,2
requirement,5
forbid,1
qualify,1
respond,4
usually,2
blood,1
tenuous,1
unrealistic,2
deliberately,1
guarantees,3
searches,1
senators,2
elaborate,1
reasoning,1
explanation,3
scratches,1
surface,1
constitutions,3
stretches,1
tension,4
harmony,1
grocery,1
require,2
tricky,1
picked,1
complete,2
description,1
contract,3
uses,1
draftsman,1
grants,1
june,1
pentagon,2
papers,7
obtained,1
copies,1
classified,1
documents,4
prepared,3
compiled,1
conducting,2
newspapers,3
publish,6
sought,4
forbidding,2
arisen,1
haste,1
traveled,2
doctrines,1
restraint,3
imposing,1
penalty,1
unlawful,1
exchange,4
lawyer,4
appearing,1
colloquy,1
grain,1
sand,1
reveals,1
universe,2
mornings,1
erwin,1
griswold,7
stint,1
solicitor,1
justice,15
black,15
justices,2
cardozo,1
centered,1
congress,7
abridging,2
forbade,1
legislating,1
abridge,1
expression,8
bind,1
remainder,1
professed,1
literally,3
exception,2
prohibition,2
clauses,1
notwithstanding,1
urged,1
irreparable,1
harm,1
contended,1
publications,1
threaten,2
jeopardize,2
recover,1
erode,1
responded,4
suppress,2
censors,1
shot,4
respecting,2
construction,3
wellknown,2
persuade,1
chief,1
lost,7
pointed,1
granted,10
authority,7
manage,2
govern,2
justify,1
dday,1
invasion,1
plans,2
enjoined,1
brennan,1
peacetime,1
expressing,1
paramount,1
fails,4
unfettered,1
explicit,2
approved,2
resolve,3
arises,3
plenary,1
embodies,1
equality,9
paired,1
desires,3
envisioned,2
illegitimate,1
illustrating,1
tensions,2
subtlety,1
famous,6
brown,7
v,3
unanimously,1
segregation,4
imposed,1
unconstitutional,3
violating,2
separatebutequal,1
paradigm,1
plessy,6
ferguson,1
violation,2
railroad,4
physically,4
badge,1
viewed,3
implication,1
segregated,1
inherently,1
unequal,1
exclusive,1
flatout,1
mystifying,1
legally,1
mandated,1
differently,2
cars,3
clue,2
dates,1
results,3
slavery,2
generation,32
formal,1
identical,3
enforced,2
separation,2
unexceptional,1
segregating,1
races,3
predecessors,1
captured,1
descriptions,1
perception,2
objective,5
printed,1
expressed,2
inherent,1
minority,1
apparent,1
violated,1
oaths,1
mandate,2
cross,2
purely,1
plessys,1
assumption,2
sum,1
tried,4
account,4
pantheon,1
uncompromising,1
framers,3
fit,2
resolutions,1
immune,2
rethinking,1
egregiously,1
misses,2
reported,1
judgments,1
approves,1
measurement,1
stuff,3
reflects,2
confidence,4
simplistic,1
devalues,1
diminishes,1
discourage,1
tenacity,2
reluctant,1
promises,1
tempting,1
profess,1
deeper,3
dreams,7
certainty,4
felt,13
longing,1
ambiguity,1
unchangeable,1
longings,1
heartily,1
resisted,1
pronouncement,1
holmes,1
illusion,1
repose,1
destiny,2
token,1
differ,2
critics,1
patent,1
espousing,1
excluding,1
unlawfully,1
scope,2
habeas,1
corpus,1
fundamentally,1
indeterminate,1
uncertain,1
staked,1
formed,2
framed,1
charter,1
uncertainties,2
relying,1
dhs,1
drew,2
gilpin,1
guests,2
ladies,5
alma,2
mater,2
celebrates,1
oldest,1
female,3
storied,1
produced,3
ministers,2
church,10
function,1
spirituality,1
participated,1
junior,3
liberias,6
treasury,1
sponsored,1
planning,1
team,9
advisers,1
liberia,15
challenged,2
quo,1
landed,1
recognizing,1
danger,2
facilitated,1
enabled,2
mason,3
diversified,1
masters,1
preparation,2
interact,2
engaged,1
prestigious,3
stacks,2
blank,1
stares,1
gap,1
contained,2
google,2
scholar,3
exposing,1
frostbite,1
demonstrate,2
achieving,2
profound,2
counted,1
alumna,2
salute,1
heritage,1
excellence,2
truth,34
pleasantly,1
surprised,2
establishment,1
secondoldest,1
funded,2
trustees,2
donations,2
greenleaf,1
founder,1
liberian,6
steady,1
trail,1
liberians,1
dead,2
compliments,1
patience,1
struggled,2
quantitative,1
selfconfidence,2
dangerous,5
jail,3
tall,1
sends,1
woman,3
environment,2
characterized,1
awesome,2
collapsed,1
external,3
arrears,2
destroyed,3
infrastructure,2
regional,2
capital,3
scourge,1
mobilizing,1
partners,2
tackled,2
formulated,1
strategies,1
removed,1
sanctions,1
exports,1
introduced,2
cashbased,1
increased,1
revenue,1
mobilized,2
coast,1
guard,2
negative,1
eliminated,1
settled,3
portion,1
suppliers,1
restored,2
pipeborne,1
lacking,2
reconstructed,2
rural,6
referral,1
hospitals,1
roads,1
bridges,1
training,2
throughout,10
pillars,1
integrity,1
decentralized,1
establishing,1
colleges,2
technical,3
sororities,1
programs,3
adolescent,1
youth,1
conditions,1
nevertheless,1
returnees,1
prisons,1
refugee,1
camps,1
skills,1
neighborhood,1
neighbors,2
narrowly,2
patiently,1
host,2
refugees,1
implementation,2
constrained,3
absorptive,1
funding,1
enhance,1
move,8
slower,1
desired,1
decay,1
corrupted,1
dishonesty,1
dependency,1
restoration,1
maintenance,1
exacerbated,1
wanton,1
sevenyearolds,1
guns,3
smile,1
wartorn,1
turmoil,1
dismay,1
fought,3
diversity,4
humbled,1
representing,1
expectations,2
continent,8
embraced,1
transformation,3
beacon,1
notable,1
exceptions,1
corrupt,1
iron,1
fists,1
continual,1
wallowing,1
ghanaian,1
barack,5
transform,2
brimming,1
persist,1
enter,1
accountable,3
scheduled,1
subsaharan,1
overthrows,1
stands,3
postelection,1
cte,2
divoire,2
niger,1
guinea,1
exemplary,1
oversaw,1
barracks,1
ecowas,1
nonincumbent,1
measured,1
totaling,1
africans,1
experiencing,1
exceptional,1
ghana,2
mozambique,1
mali,1
tanzania,1
cape,1
verde,1
botswana,1
burkina,1
faso,1
moving,5
dependence,1
extractive,1
industries,3
agriculture,1
consumer,1
brace,1
emblematic,1
purchasing,1
rains,1
engage,1
intelligently,1
instability,1
pushed,1
stubbornly,1
aims,2
proper,1
allocation,1
assistance,1
propels,1
middleincome,1
charts,1
southsouth,1
partnerships,1
brazil,1
nigeria,1
expansion,1
closer,2
renaissance,1
commodity,1
temporary,2
raw,1
exhaustible,1
moreover,1
shocks,1
transfer,1
products,1
rail,1
supply,3
geologists,1
marketers,1
stunted,1
resource,2
extraction,1
signs,1
producing,1
manufacturing,3
trading,2
cooperating,1
accountability,3
transparency,1
calling,5
card,3
donor,1
adjudicate,1
closeddoor,1
reelection,4
consensus,1
africas,3
select,1
peaceful,4
riven,1
rivalries,1
tribalism,4
nonetheless,1
cautious,2
anxieties,2
impressive,3
rebirth,1
reversible,1
decadeslong,1
resilience,1
unfolded,1
characteristics,1
swept,1
endless,1
possibilities,1
gradual,1
descent,1
militarism,1
sectarian,1
blessed,5
watch,2
ashes,1
consolidate,1
dividends,1
speeding,1
predictability,1
walls,10
identities,1
forged,1
retold,1
increasingly,1
vocal,1
governed,1
templates,1
overturned,1
internally,1
character,5
heretofore,1
asserting,1
tragic,1
traditional,4
cnncom,1
facebook,11
youtube,2
twitter,2
networking,1
sites,1
grandchildren,1
overall,1
instruments,1
quaint,1
hedge,1
funds,1
economies,1
adjusted,1
tunisian,1
inexorably,1
digital,2
heightened,1
correlation,1
preconditions,1
connectivity,1
friendster,1
succumbed,1
phases,1
chroniclers,1
announce,1
salvage,1
devastation,1
caused,2
advocate,1
rebounded,1
catalyzing,1
f,2
massachusetts,2
analyzed,1
intellectuals,1
disinterested,1
viewpoint,2
ballots,1
distinctive,1
icons,1
voters,1
illiterate,1
sloganeering,1
populism,1
launch,3
impacted,1
bringing,3
ocean,1
ellison,2
dismayed,1
correctives,1
motion,2
regeneration,1
attendee,1
dialect,1
electronically,1
opening,3
doors,1
realm,2
fiction,1
village,2
presidency,2
altered,2
represents,2
beat,7
score,1
november,1
strongest,1
contender,1
incumbent,1
win,4
relationship,3
secured,1
urge,5
deterred,2
females,1
ample,2
jaded,1
cynical,4
cynicism,2
beautiful,5
guaranteed,1
prison,3
persisted,1
indicates,1
appreciate,2
appreciation,1
scare,2
fulfilled,1
demands,2
bullish,1
characteristic,1
quests,1
accomplish,2
embrace,5
awaits,1
haven,1
uh,4
celebrated,2
bit,2
slept,2
mail,1
yale,3
worldliness,1
electric,1
soaked,1
grueling,1
goofing,1
acquiring,1
hobbies,1
exploiting,1
libraries,1
cafes,1
gained,2
owe,2
gratitude,3
wary,1
impart,3
theres,13
nineyearold,1
uncool,1
trepidation,1
buchwald,1
humorist,1
screw,1
green,1
slowest,1
recovery,1
worries,2
eleven,1
fearful,1
daily,3
hotter,1
sketch,1
perspective,1
profoundly,1
richest,3
geopolitical,1
geomilitary,1
competition,4
plot,1
data,7
seventy,2
preceding,2
ninety,1
steven,1
pinker,1
argues,1
flourish,1
robust,1
sixteen,1
doubled,1
eighty,1
thriving,1
flourishing,1
previously,2
unimaginable,3
slow,3
grow,2
sixtypercent,1
fast,3
estimates,1
reduced,1
reduction,1
chinese,1
expectancy,3
risen,3
everyday,2
exercising,2
babies,2
hygiene,1
medicine,2
atul,1
gawande,1
practicing,1
surgeon,3
magazine,1
tells,3
nineteenth,1
amputate,1
patients,3
leg,1
amputated,1
assistants,1
sepsis,1
onlooker,1
shock,2
procedure,1
fatality,1
cell,2
phones,1
pockets,2
computing,2
apollo,1
capsule,2
moon,3
tweet,1
moores,2
eighteen,1
costs,1
petering,1
arenas,1
genome,1
sequenced,1
customization,1
intersect,1
globally,1
fourfold,1
forty,2
sevenfold,1
favorite,5
representatives,2
managed,4
grant,1
counterparts,1
pork,1
barrel,1
spending,5
rooms,1
increasing,1
enrich,1
ennoble,1
dynamic,1
hosts,1
dominates,1
industrialized,1
demographically,1
drive,1
demographic,1
profile,1
complacency,1
troubles,1
depressions,1
dozens,2
matched,1
hn,1
virus,2
trajectory,1
viruses,1
